268,networking-baremetal,openstack/networking-baremetal,84173276,119,0,0,0
269,ovsdbapp,openstack/ovsdbapp,84060736,145,0,0,0
270,os-traits,openstack/os-traits,83282969,78,0,0,0
271,python-pankoclient,openstack/python-pankoclient,83038558,2,0,0,0
272,sushy,openstack/sushy,81952262,401,0,0,0
273,charm-layer-ceph-base,openstack/charm-layer-ceph-base,81943802,16,0,0,0
274,charm-interface-ceph-mds,openstack/charm-interface-ceph-mds,81817463,4,0,0,0
275,charm-keystone-ldap,openstack/charm-keystone-ldap,81749583,40,0,0,0
276,charm-interface-keystone-domain-backend,openstack/charm-interface-keystone-domain-backend,81749571,10,0,0,0
277,monasca-kibana-plugin,openstack/monasca-kibana-plugin,79892774,55,0,0,0
278,charm-interface-keystone-admin,openstack/charm-interface-keystone-admin,79793879,9,0,0,0
279,devstack-tools,openstack/devstack-tools,79434521,46,0,0,0
280,heat-agents,openstack/heat-agents,78096811,125,0,0,0
281,charm-trove,openstack/charm-trove,78095289,2,0,0,0
282,charm-murano,openstack/charm-murano,78095252,3,0,0,0
283,charm-mistral,openstack/charm-mistral,78095236,31,0,0,0
284,openstackclient,openstack/openstackclient,77121889,21,0,0,0
285,tripleo-repos,openstack/tripleo-repos,77032727,75,0,0,0
286,patrole,openstack/patrole,77032281,325,0,0,0
287,masakari-specs,openstack/masakari-specs,77031957,131,0,0,0
288,charm-cloudkitty,openstack/charm-cloudkitty,76441733,33,0,0,0
289,barbican-tempest-plugin,openstack/barbican-tempest-plugin,75374771,62,0,0,0
290,openstack-ansible-os_octavia,openstack/openstack-ansible-os_octavia,75069507,89,0,0,0
291,cloudkitty-specs,openstack/cloudkitty-specs,74683598,39,0,0,0
292,ui-cookiecutter,openstack/ui-cookiecutter,74111109,84,0,0,0
293,ironic-tempest-plugin,openstack/ironic-tempest-plugin,74110360,78,0,0,0
294,kolla-ansible,openstack/kolla-ansible,73831397,2849,0,0,0
295,charm-ceph-fs,openstack/charm-ceph-fs,73358996,47,0,0,0
296,magnum-specs,openstack/magnum-specs,73268141,32,0,0,0
297,governance-website,openstack/governance-website,73268022,12,0,0,0
